No,Nama RS,Provinsi,Kota,Alamat,Telepon
2639,OPTIK SEIS LIVING WORLD PEKANBARU,RIAU,PEKANBARU,"JL. SOEKARNO HATTA KEL. TANGKERANG BARAT KEC. MARPOYAN DAMAI, 28292",0761-6706123|
2640,OPTIK SEIS MAL SKA,RIAU,PEKANBARU,LANTAI DASAR NO. 19 JL.  SOEKARNO HATTA / JL.  TUANKU TAMBUSAI PEKANBARU,(0761) 864028|
2641,OPTIK SEIS MAL CIPUTRA SERAYA PEKANBARU,RIAU,PEKANBARU,LANTAI DASAR NO. 17 JL.  RIAU NO. 58 PEKANBARU,(0761) 868617|
2642,OPTIK INTERNASIONAL PEKANBARU 1,RIAU,PEKANBARU,JL. PANGLIMA SUDIRMAN NO.326 PEKANBARU,0761-20375|
2643,RS. MATA PEKANBARU EYE CENTER,RIAU,PEKANBARU,"JL. SOEKARNO HATTA NO.236 KEL.SIDOMULYO TIMUR, KEC MARPOYAN DAMAI",0761-7875191-92||
2644,RSIA. BUDHI MULIA,RIAU,PEKANBARU,"JL. SOEKARNO - HATTA NO.226-228 ARENGKA, PEKANBARU",0761-8417200/0761-8417256||
2645,OPTIK SEIS OWNDAYS SKA MALL PEKANBARU,RIAU,PEKANBARU,"SKA MALL PEKAN BARU GF NO. 49. JL. SOEKARNO HATTA, RT 03 / RW 03, DELIMA, TAMPAN",0761-6989416|
2646,LAB. KF PEKANBARU,RIAU,PEKANBARU,"Jl. Jenderal Sudirman No. 760, Tengkerang Tengah, Marpoyan Damai",0761-8525511||
2647,KLINIK KF.0518 - NANGKA,RIAU,PEKANBARU,JL. NANGKA NO.59,0761-33548|
2648,RSIA. ANNISA TANGKERANG,RIAU,PEKANBARU,"JL. GARUDA NO. 66 TASKURUN UNJUNG TANGKERANG TENGAH, PEKANBARU",0761-848 652|
2649,LAB. PRAMITA PEKANBARU,RIAU,PEKANBARU,JL. JENDRAL SUDIRMAN NO.14 C-D,0761-7874747||
2650,OPTIK TUNGGAL LIVING WORLD PEKANBARU (LWP),RIAU,PEKANBARU,"JL. SOEKARNO HATTA KEL.TANGKERANG BARAT KEC.MARPOYAN DAMAI, UNIT G-12",0761-6706 122||
2651,OPTIK TUNGGAL SKA MAL ( SKA ),RIAU,PEKANBARU,JL. TUANKU TAMBUSAI Lt. Dasar Unit. 57,0761-864228||
2652,OPTIK TUNGGAL SADIRA PLAZA PEKANBARU ( SPP ),RIAU,PEKANBARU,JL.RIAU NO.147,0761-741 5088||
2653,KF 0653 GARUDA SAKTI,RIAU,PEKANBARU,"JL. GARUDA SAKTI KM. 2, SIMPANG BARU, TAMPAN, PEKANBARU",082284618997/0761-7431320||
2654,OPTIK SEIS PEKANBARU EXCHANGE,RIAU,PEKANBARU,"GROUND FLOOR NO GF-08, JL.RIAU NO 147, PEKANBARU",0761-8049276
2655,OPTIK INTERNASIONAL PANGKALAN KERINCI,RIAU,PELALAWAN,JL. LINTAS TIMUR (MAHARAJA INDRA) PANGKALAN KERINCI-RIAU,0761-493383|
2656,OPTIK INTERNASIONAL TANJUNG PINANG 2,RIAU,RIAU,JL. MERDEKA NO.4 TANJUNG PINANG,0771-315573|
2657,RS. AWAL BROS UJUNG BATU,RIAU,ROKAN HULU,Jl.  Jend. Sudirman No. 314 Ujung Batu Rokan Hulu Riau,'0762-7363329
2658,RS. IBUNDA BAGAN BATU,RIAU,ROKAN HILIR,"JL. LINTAS RIAU KM 4, KEL. BAHTERA MAKMUR KOTA, KEC. BAGAN SINEMBAH",081276788688 / 07655650129|
2659,OPTIK SEIS CITI MALL DUMAI,RIAU,DUMAI,"JL. BUKIT DATUK RT 010, KELURAHAN BUKIT DATUK KECAMATAN DUMAI SELATAN, DUMAI-RIAU 28826",0765-4301506
2660,PERTAMINA HOSPITAL DUMAI,RIAU,DUMAI,JL.  RAYA BUKIT DATUK NO.1 KOMPERTA DUMAI,0765-443619/ 443601||
2661,OPTIK MELAWAI CITYMALL DUMAI,RIAU,DUMAI,"LT GF UNIT G-0370 | JALAN RAYA BUKIT DATUK KEL. BUKIT DATUK, KEC. DUMAI SELATAN, KOTA DUMAI, PROVINSI RIAU 28826",0815 1942 0640
2662,KLINIK SEHATQ IKPP PERAWANG,RIAU,SIAK,"JL. CENDANA KPR PERSADA INDAH PERAWANG, KEC. TUALANG, KAB. SIAK",0882-7093-9993|
2663,RS. ST. ELISABETH - BATAM,RIAU KEPULAUAN,BATAM,Jl.  Anggrek Blok Ii. Baloi,'0778 - 457357
2664,RS. ST. ELISABETH BATAM KOTA,RIAU KEPULAUAN,BATAM,"JL. RAJA ALI KELANA, KEL. BELIAN KEC. BATAM KOTA",(0778) 4803193/4803191 /
2665,KLINIK PRODIA BATAM,RIAU KEPULAUAN,BATAM,Jl. Engku Putri. Kompleks Mahkota Raya Blok E No.12a-12b. Batam Centre - Batam 29432,'(0778) 7495735
2666,RS. AWAL BROS BATAM,RIAU KEPULAUAN,BATAM,Jl. Gajah Mada Kav.1 Baloi,'0778 - 431777
2667,RS SANTA ELISABETH SEI LEKOP,RIAU KEPULAUAN,BATAM,"JL. SEI BINTI KAV.SUNGAI LEKOP RT.001/RW.013, SAGULUNG",0778-3800268 / 380332|
2668,OPTIK MELAWAI DC MALL BATAM,RIAU KEPULAUAN,BATAM,DC MALL BATAM GF NO.26-27,0778-400231
2669,OPTIK MELAWAI MEGA MALL BATAM CENTER,RIAU KEPULAUAN,BATAM,GF NO.118-119,0778-470201
2670,OPTIK MELAWAI OPMEL NAGOYA HILL BATAM,RIAU KEPULAUAN,BATAM,LT.DASAR BLOK GR 03 NO.1,0778-7493531
2671,OPTIK MELAWAI PANBILL BATAM,RIAU KEPULAUAN,BATAM,"LT.DASAR NO.13-15, 25-27",0778-371004
2672,OPTIK MELAWAI GRAND BATAM NAGOYA,RIAU KEPULAUAN,BATAM,GRAND BATAM NAGOYA G NO.14,0778-4888773
2673,OPTIK MELAWAI ONE BATAM MALL,RIAU KEPULAUAN,BATAM,LT. DASAR - 20 | JL RAJA H. FISABILILAH KEL. TELUK KERING KEC. BATAM KOTA,0815 1042 3912
2674,OPTIK SEIS NAGOYA HILL SUPERBLOCK,RIAU KEPULAUAN,BATAM,"GF BLOK GR-05 NO. 10 KOMPLEK NAGOYA HILL SUPERB. LOCK JL.  TEUKU UMAR, NAGOYA - BATAM",(0778) 7493693|
2675,OPTIK SEIS MEGA MALL BATAM CENTRE,RIAU KEPULAUAN,BATAM,"GROUND FLOOR NO. G.275 - 276 JL. ENGKU PUTRI, BATAM",(0778) 473529|
2676,OPTIK INTERNASIONAL BATAM 1,RIAU KEPULAUAN,BATAM,"KOMP.PERTOKOAN BUMI AYU LESTARI BLOK D, BATAM TIMUR",0778-426893|
2677,OPTIK INTERNASIONAL BATAM 3 PANBIL,RIAU KEPULAUAN,BATAM,"PANBILL MALL LT. DASAR NO. 38, 39, 54, 55 MUKA KUNING",0778-371027|
2678,OPTIK SEIS GRAND BATAM MALL,RIAU KEPULAUAN,BATAM,"Jl. Pembangunan, Batu Selicin, Kec. Lubuk Baja, Kota Batam Kepulauan Riau 29432",0778-4888985|
2679,RS. GRAHA HERMINE,RIAU KEPULAUAN,BATAM,"JL. R.SOEPRAPTO KOMP.RUKO ASIH RAYA BLOK B NO.9-15 , BATU AJI","0778-363318, 363127||"
2680,LAB KF  NAGOYA,RIAU KEPULAUAN,BATAM,JL. IMAM BONJOL KAMPUNG UTAMA BATAM,0778-453602||
2681,KLINIK KF.0224 - AVIARI,RIAU KEPULAUAN,BATAM,KOMPLEK MUKA KUNING INDAH II BLOK E2 NO. 03,0778-363375|
2682,KLINIK KF.HEMODIALISA MEDIPLUS,RIAU KEPULAUAN,BATAM,JL. RAYA SAGULUNG BARU NO. 167,81218671661
2683,KLINIK KF.0464 - SP PLAZA,RIAU KEPULAUAN,BATAM,KOMPLEK SP.PLAZA BLOK DD. NO. 08,0778-391383|
2684,KLINIK KF.0059 - NAGOYA,RIAU KEPULAUAN,BATAM,"Jl. Imam Bonjol No.59, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Riau 29444",0778-458560|
2685,KLINIK KF.0230 - PANBIL,RIAU KEPULAUAN,BATAM,"KOMPLEK RUKO PANBIL MALL BLOK A NO. 5, NONGSA",0778-371149|
2686,KLINIK KF.0137 - SAGULUNG,RIAU KEPULAUAN,BATAM,KOMPLEK SAGULUNG MAS INDAH BLOK. B NO.3,081372587504|
2687,KLINIK KF.0413 - BOTANIA,RIAU KEPULAUAN,BATAM,KOMPLEK RUKO BOTANIA GARDEN BLOK A1 NO. 1C,0778-7431199|
2688,KLINIK KF.0269 - BATAM CENTER,RIAU KEPULAUAN,BATAM,"JL. JEND.SUDIRMAN, BATAM CENTER RT 03 RW 08",0778-461482|
2689,KLINIK KF.0481 - KDA / UNIBA,RIAU KEPULAUAN,BATAM,"KOMPLEK PERTOKOAN GRIYA KURNIA/KDA BLOK B NO. 34 RT 03 RW 05, BATAM KOTA",0778-7480272|
2690,KLINIK KF.SIMPANG KARA,RIAU KEPULAUAN,BATAM,"KOMPLEK GOLDEN LAND HOUSING BLOK L NO.03 BATAM CENTER, TAMAN BALOI, BATAM KOTA, BATAM",0778-4802776|
2691,KLINIK KF.0128 - SEI HARAPAN,RIAU KEPULAUAN,BATAM,KOMPLEK RUKO WIJAYA KUSUMA BLOK A NO. 01- 02 RT 002 RW 001,0778-323697|
2692,KLINIK KF.0100 - SERAYA,RIAU KEPULAUAN,BATAM,JL. SERAYA KOMP. RUKO ABADITAMA BLOK A NO. 10 RT 03 RW 01,0778-425885|
2693,KLINIK KF.TEMBESI / BARELANG,RIAU KEPULAUAN,BATAM,KOMPLEK PERTOKOAN BUANA IMPIAN BLOK DD NO. 03-04,0778-4092334|
2694,KLINIK KF.LORENZO PIAYU,RIAU KEPULAUAN,BATAM,JL. JENDRAL S. PARMAN-KOMOLEK PASAR TANJUNG PIAYU,0812-6897-2566|
2695,OPTIK TUNGGAL MEGA MAL BATAM-CENTRE ( MMB ),RIAU KEPULAUAN,BATAM,JL. ENGKU PUTRI,0778-470 288||
2696,OPTIK TUNGGAL NAGOYA HILL SUPERBLOK ( NHB ),RIAU KEPULAUAN,BATAM,JL. TEUKU UMAR LG W No.11,0778-7493 772||
2697,OPTIK MELAWAI RUKO PALM SPRING,RIAU KEPULAUAN,BATAM,"JL. RAJA ALI HAJI FISABILILLAH KOMPLEK PALM SPRINGS BTC BLOK B1 NO.20-21, KEL. TAMAN BALOI, KEC. BATAM KOTA",0815-1416-6717|
2698,HAPPY DENTAL CLINIC GRAND BATAM MALL,RIAU KEPULAUAN,BATAM,"GRAND BATAM MALL LAT.LG NO.12 BATU SELICIN, LUBUK BAJA BATAM RIAU",0821-70238828|
2699,OPTIK SATURDAYS NAGOYA HILL BATAM,RIAU KEPULAUAN,BATAM,"NAGOYA HILL SHOPPING MALL BATAM UNIT. GR3-16, JL.TEUKU UMAR KOMPLEK NAGOYA HILL SUPERBLOCK, BATAM, LUBUK BAJA KOTA",0877-4955-2541|
2700,KF 0218,RIAU KEPULAUAN,BATAM,"JL. RAYA SUNGAI PANAS NO. 106 , SEI PANAS, BATAM KOTA, BATAM",0778-430611||
2701,OPTIK SEIS POLLUX MAL BATAM,RIAU KEPULAUAN,BATAM,"GROUND FLOOR NO. 26 ,JL. RS BARELANG BATAM CENTRE NO.01, TELUK TERING, BATAM KOTA, BATAM, KEPRI",0778-86200002
2702,OPTIK TUNGGAL POLLUX MEISTERSTAD BATAM,RIAU KEPULAUAN,BATAM,"JL. RS BARELANG BATAM CENTER NO.01, TELUK TERING, BATAM KOTA, BATAM CITY, RIAU ISLANDS GF NO. 35B",0815-1942-0648
2703,PRODIA TANJUNG PINANG,RIAU KEPULAUAN,TANJUNG PINANG,Jl.  Ir. Sutami. Ruko Villa Akasia No. 20,'(0771) 25305
2704,KLINIK SMEC TANJUNG PINANG,RIAU KEPULAUAN,TANJUNG PINANG,"JL. WR.SUPRATMAN NO.1A BATU 11 TANJUNGPINANG TIMUR, AIR RAJA",0771-4443928
2705,OPTIK INTERNASIONAL TANJUNG PINANG 3,RIAU KEPULAUAN,TANJUNG PINANG,RUKO TANJUNG PINANG GRAND BINTAN CENTRE  BLOK A NO.23,0771-7335711
2706,KLINIK KF.0297 - BINTAN CENTER,RIAU KEPULAUAN,TANJUNG PINANG,"JL. DI PANDJAITAN KM. 9 KOMPLEKS BINTAN CENTRE, TANJUNGPINANG TIMUR",0771-441619|
2707,KLINIK KF.0109 - BATU 3,RIAU KEPULAUAN,TANJUNG PINANG,"JL. MT HARYONO KM 3,5, BUKIT BESTARI",0771-313590|
2708,KLINIK KF.0646 - SUTOMO,RIAU KEPULAUAN,TANJUNG PINANG,JL. DR. SUTOMO NO. 9 TANJUNGPINANG BARAT,0771-27662|
2709,KLINIK KF.0599 - GANET,RIAU KEPULAUAN,TANJUNG PINANG,JL. GANET KM 11 BLOK A NO 1-2 TANJUNGPINANG TIMUR,0771-4440531|
2710,KLINIK KF.0169 - PAMEDAN,RIAU KEPULAUAN,TANJUNG PINANG,"JL. RAJA ALI HAJI KM 3, BUKIT BESTARI",0771-317631|
2711,OPTIK MELAWAI RUKO BATU 9 TANJUNG PINANG,RIAU KEPULAUAN,TANJUNG PINANG,"JL. DI PANJAITAN KM IX NO.20, KEL.BATU IX, KEC. TANJUNG PINANG TIMUR",0815-1416-6720|
2712,OPTIK INTERNASIONAL TJ BALAI KARIMUN,RIAU KEPULAUAN,KARIMUN,JL. A. YANI KOMP. TELAGA MAS BLOK A NO. 1 KOLONG,0777-326933
2713,RS. BAKTI TIMAH KARIMUN,RIAU KEPULAUAN,KARIMUN,JL.  CANGGAI PUTRI TELUK UMA KABUPATEN KARIMUN PROVINSI KEPULAUAN RIAU 29661,0777-7367085||
2714,KLINIK KF.0300 - KOLONG,RIAU KEPULAUAN,KARIMUN,"JL. AHMAD YANI KOLONG, KARIMUN",0771-327907
2715,KLINIK BERSALIN ERNES,RIAU KEPULAUAN,BINTAN,JL.  PERMAISURI NO.8 TANJUNG UBAN,0771-483212||
2716,OPTIK MELAWAI AROEPPALA MAKASSAR,SULAWESI SELATAN,MAKASSAR,"JL. AROEPPALA KEL. KARUNRUNG, KEC. RAPPOCINI, KOTA MAKASSAR, PROVINSI SULAWESI SELATAN",0815 1994 3429
2717,RS. HERMINA MAKASSAR,SULAWESI SELATAN,MAKASSAR,Jl. Toddopuli Raya Timyur Lorong Makassar Borong Kec. Manggala,'(0411) 4091817
2718,SILOAM HOSPITALS MAKASSAR (Hanya Berlaku Sistem Reimbursement),SULAWESI SELATAN,MAKASSAR,Jl. Metro Tanjung Bunga Kav.9 Panambungan. Marisso,'0411-3662900/8117555/8117430/5290000
2719,APOTEK FARMARIN MAKASSAR,SULAWESI SELATAN,MAKASSAR,Jl. Landak Lama No 29. Kel Labuang Baji Kec Mamajang,'0411-8914378
2720,RS. AKADEMIS JAURY YUSUF PUTERA,SULAWESI SELATAN,MAKASSAR,Jl. Jend. M Yusuf No. 47a. Pattunuang,'0411-3617343/3613054/3613071/3617344
2721,PRIMAYA HOSPITAL MAKASSAR (D/H RS. AWAL BROS MAKASSAR),SULAWESI SELATAN,MAKASSAR,Jl. Jend. Urip Sumoharjo No.43 Makassar,'0411-454567/455558
2722,KLINIK FARMARIN MAKASSAR,SULAWESI SELATAN,MAKASSAR,Jl. Landak Lama No. 39,'0411-870397
2723,RS. STELLA MARIS MAKASSAR,SULAWESI SELATAN,MAKASSAR,Jl. Somba Opu No.273. Po.Box 122,'0411-871391/873346
2724,RS. GRESTELINA,SULAWESI SELATAN,MAKASSAR,Jl. Letjen Hertasning Raya No.51,'0411-448855/448852
2725,KLINIK PRODIA MAKASSAR (SADDANG),SULAWESI SELATAN,MAKASSAR,Jalan Sungai Saddang No.40 Makassar,'(0411) 872727/446666
2726,KLINIK PRODIA MAKASSAR,SULAWESI SELATAN,MAKASSAR,Jl. Boulevard Ruko Ruby I No.7-8. Panakkukang Mas. (Pusat Gmc - Pps Panakkukang),'(0411) 446666
2727,RS. SANDI KARSA MAKASSAR,SULAWESI SELATAN,MAKASSAR,"JL. ABDULLAH DAENG SIRUA NO.16A MASALE, PANAKKUKANG",0411-446343 / 0624-11591279|
2728,OPTIK MELAWAI MALL RATU INDAH,SULAWESI SELATAN,MAKASSAR,LT. DASAR NO. 130A-131A,0411-834414
2729,OPTIK MELAWAI NIPAH MALL,SULAWESI SELATAN,MAKASSAR,NIPAH MALL GF - 208,0411-3663377
2730,OPTIK MELAWAI PANAKUKANG MALL,SULAWESI SELATAN,MAKASSAR,LT. B 1 NO. 21-22,0411-423611
2731,OPTIK MELAWAI PETTARANI RUKO,SULAWESI SELATAN,MAKASSAR,"JL. ANDI PANGERAN PETTARANI, RUKO DIAMOND CENTER NO.1",0411-454023
2732,OPTIK MELAWAI TRANS STUDIO MAKASAR,SULAWESI SELATAN,MAKASSAR,Trans Studio Makassar GF #31,0411-8117153
2733,OPTIK MELAWAI RUKO JASPER,SULAWESI SELATAN,MAKASSAR,"JL. PENGAYOMAN NO.47, KEL. MASALE, KEC. PANAKKUKANG",0815-1046-5187
2734,OPTIK SATURDAYS TSM MAKASSAR,SULAWESI SELATAN,MAKASSAR,"TRANS STUDIO MALL MAKASSAR, LG B 25, KAWASAN TERPADU, JL. METRO TJ. BUNGA, MACCINI SOMBALA, KEC. TAMALATE",0811-4488-822
2735,OPTIK SEIS MAL RATU INDAH MAKASSAR,SULAWESI SELATAN,MAKASSAR,FIRS. T FLOOR NO. 140 JL.  DR. SAM RATULANGI 35 MAKASSAR 90132,(0411) 834501|
2736,OPTIK SEIS PANAKKUKANG MAL,SULAWESI SELATAN,MAKASSAR,LANTAI 1 UNIT B1-17 & B1-18 PANAKKUKANG MAS BOULEVARD MAKASSAR,(0411) 423453|
2737,OPTIK SEIS TRANS STUDIO MALL MAKASSAR,SULAWESI SELATAN,MAKASSAR,GROUND FLOOR NO. G-58B JL.  HM. DG. PATOMO METRO TANJUNG BUNGA MAKASSAR 90134,(0411) 8117072|
2738,OPTIK SATURDAYS PANAKKUKANG MALL,SULAWESI SELATAN,MAKASSAR,"MALL PANAKKUKANG, LT. GD. B UNIT B1-02, JL. BOULEVARD NO. 3, KEL. MASALE, KEC. PANAKKUKANG, KOTA MAKASSAR",0877-4905-2548
2739,OPTIK INTERNASIONAL MAKASSAR 2,SULAWESI SELATAN,MAKASSAR,"PERTOKOAN HASANUDDIN, JL. HASANUDDIN NO. 24 / 288",0411-3630769|
2740,OPTIK INTERNASIONAL MAKASSAR 14,SULAWESI SELATAN,MAKASSAR,JALAN URIP SUMOHARJO NO.250B MAKASSAR- SULAWESI SELATAN,0411-4672032|
2741,OPTIK INTERNASIONAL MAKASSAR 3,SULAWESI SELATAN,MAKASSAR,KOMPLEK RUKO ANTARA. JL.PERINTIS KEMERDEKAAN KM.9 NO.24 MAKASSAR,0411- 580664|
2742,OPTIK INTERNASIONAL MAKASSAR 12,SULAWESI SELATAN,MAKASSAR,"RUKO TELKOMNAS, JL PERINTIS KEMERDEKAAN KM.13 NO.4 - MAKASSAR",0888-4306031|
2743,"THC, TF 11, E-LABS MAKASSAR (TELKOMEDIKA MAKASSAR)",SULAWESI SELATAN,MAKASSAR,Jl. DR. RATULANGI NO.126,0411 8122283 /
2744,KLINIK MATA ORBITA,SULAWESI SELATAN,MAKASSAR,"JL. A. P. PETTARANI NO. 186 A, C , D.",0411-855707|
2745,KLINIK TIRTA MEDICAL CENTRE MAKASSAR,SULAWESI SELATAN,MAKASSAR,JL. A.P. PETTARANI KOMP. RUKO PETTARANI CENTRE BLOK 8 NO.8,0411-4677070||
2746,OPTIK SEIS NIPAH SHOPPING MALL MAKASSAR,SULAWESI SELATAN,MAKASSAR,"GROUND FLOOR NO GF-027 JL. URIP SUMOHARJO PANAIKANG, PANAKUKANG",0411-3663377|
2747,LAB KF A. YANI MAKASSAR,SULAWESI SELATAN,MAKASSAR,"Jl. Ahmad Yani No. 17-19, Pattunuang, Kec. Wajo",0411-3612383||
2748,LAB.KLINIK KF HASSANUDDIN,SULAWESI SELATAN,MAKASSAR,JL. SULTAN HASSANUDDIN NO.46,0411-3650151
2749,RS. PERTAMINA ROYAL BIRINGKANAYA,SULAWESI SELATAN,MAKASSAR,"JL. PAJJAIANG, SUDIANG RAYA, KEC. BIRINGKANAYA",081354244290/081219006761|
2750,KLINIK KF.0462 - HERTASNING,SULAWESI SELATAN,MAKASSAR,JL. HERTASNING RAYA NO. 11,0411-442945|
2751,KLINIK KF.0038 - HASANUDDIN,SULAWESI SELATAN,MAKASSAR,JL. SULTAN HASANUDDIN NO.46,0411-3627110|
2752,KLINIK KF.0250 - RATULANGI,SULAWESI SELATAN,MAKASSAR,JL. DR. RATULANGI 59,0411-873789|
2753,KLINIK KF.0578 - SUDIANG,SULAWESI SELATAN,MAKASSAR,JL. PERINTIS KEMERDEKAAN KM 19 RUKO 237 NO. 5-6,0411-4813615|
2754,KLINIK KF.BUNDA,SULAWESI SELATAN,MAKASSAR,"JL. PENGAYOMAN, BLOK F9 NO.25",0811-4142-234|
2755,KLINIK KF.0501 - DAENG TATA,SULAWESI SELATAN,MAKASSAR,JL. DAENG TATA NO. 69A,0411-880685|
2756,KLINIK KF.0199 - ERLINA,SULAWESI SELATAN,MAKASSAR,URIP SUMOHARJO NO.32,0411-449936|
2757,KLINIK KF.0033 - AHMADYANI,SULAWESI SELATAN,MAKASSAR,JL. AHMAD YANI NO 17-19,0411-3616722|
2758,KLINIK KF.ANTANG,SULAWESI SELATAN,MAKASSAR,JL. ANTANG RAYA NO. 1,0411-8956674|
2759,KLINIK KF.0548 - CENDRAWASIH,SULAWESI SELATAN,MAKASSAR,JL. CENDRAWASIH NO. 233,0411-875940|
2760,KLINIK KF.0502 - PETTARANI,SULAWESI SELATAN,MAKASSAR,JL. A.P. PETTARANI NO.18,0411-857287|
2761,KLINIK KF.BTP,SULAWESI SELATAN,MAKASSAR,JL. TAMALANREA RAYA BLOK M NO. 39,0411-4773598|
2762,KLINIK KF.0602 - ALAUDDIN,SULAWESI SELATAN,MAKASSAR,JL. SULTAN ALAUDDIN NO 222,0411-865538|
2763,LAB. PRAMITA MAKASSAR,SULAWESI SELATAN,MAKASSAR,"JL. KARUNRUNG NO.9, SAWERIGADING UJUNG PANDANG",0411-8940250|
2764,OPTIK TUNGGAL NIPAH MALL MAKASAR,SULAWESI SELATAN,MAKASSAR,JL. URIP SUMOHARJO MAKASAR LANTAI GF 025,0411-3663324||
2765,OPTIK TUNGGAL MAL PANAKKUKANG ( MPM ),SULAWESI SELATAN,MAKASSAR,JL. BOULEVARD KOMP. PANAKKUKANG MAS Lt. Dasar No. C1 - 17,0411-423 552||
2766,OPTIK TUNGGAL TRANS KALLA STUDIO ( TSM ),SULAWESI SELATAN,MAKASSAR,KAWASAN TERPADU TRANS STUDIO MAKASAR GF / 21,0411-811 7093||
2767,OPTIK TUNGGAL MAL RATU INDAH ( RUP ),SULAWESI SELATAN,MAKASSAR,JL. DR. RATULANGI NO. 35 Lt. Dasar/121A-122A,0411-834 397||
2768,OPTIK MELAWAI LATANETTE UJUNGPANDANG,SULAWESI SELATAN,MAKASSAR,JL. S.SADDANG LATANETE BLOK D NO.6,0411-3611832||
2769,RSUP. DR TADJUDDIN CHALID,SULAWESI SELATAN,MAKASSAR,"JL. PACCERAKKANG NO.67, PACCERAKKANG, KEC. BIRINGKANAYA",0411-512902|
2770,PARAHITA DIAGNOSTIC CENTER,SULAWESI SELATAN,MAKASSAR,JL. GUNUNG LATIMOJONG NO.123,0411-3623573||
2771,KF KIMA,SULAWESI SELATAN,MAKASSAR,"JL. KIMA RAYA 1 KEL. KAPASA RAYA MAKASSAR, KAPASA RAYA, BIRINGKANAYA, MAKASSAR",0411-515965/08114343345||
2772,KLINIK PRATAMA KIMIA FARMA VETERAN,SULAWESI SELATAN,MAKASSAR,JL. VETERAN UTARA NO 269 KEL. MARADEKAYA,0411-4093666||
2773,HAPPY DENTAL CLINIC TRANS STUDIO MALL MAKASAR,SULAWESI SELATAN,MAKASSAR,"TRANS STUDIO MALL MAKASAR LANTAI LGM 03 JL HAJI MUHAMMAD DAENG PATOMPO METRO TANJEUNG BUNGA KEL. MCCINI TOMBALA KEC. TAMALATE, KOTA MAKASAR, SULAWESI SELATAN",0812-3450-8842
2774,OPTIK MELAWAI RUKO SULTAN ALAUDDIN MAKASSAR,SULAWESI SELATAN,MAKASSAR,"JL SULTAN ALAUDIN, KEL. GUNUNG SARI, KEC.RAPPOCINI, KOTA MAKASSAR",0815-8532-6753
2775,OPTIK SATURDAYS NIPAH MAKASSAR,SULAWESI SELATAN,MAKASSAR,"GF#026, NIPAH MALL, JL. URIP SUMOHARJO NO.23C, PANAIKANG, KEC. PANAKKUKANG",0877-4955-2530
2776,PRIMAYA HOSPITAL HERTASNING,SULAWESI SELATAN,MAKASSAR,"Jl. Aroepala No. 99 Kel. Karunrung Kec. Rappocini, Kota Makassar  Sulawesi Selatan",0411 - 3985678
2777,LAB. PRODIA PARE PARE,SULAWESI SELATAN,PARE PARE,Jl.  Andi Mappatola No. 7. Pare-Pare 91114,'(0421) 22265 / 7007433
2778,OPTIK MELAWAI RUKO BAU MASSEPE PAREPARE,SULAWESI SELATAN,PAREPARE,"JL BAU MASSEPE I NOMOR 245 - 247, KEL. LABUKKANG, KEC. UJUNG, KOTA PAREPARE PROPINSI SULAWESI SELATAN",0815-8532-6845
2779,KLINIK KF.0248 - GELORA PARE,SULAWESI SELATAN,PAREPARE,JL. BAU MASSEPE NO. 404,0421-21892|
2780,RS. ELIM RANTEPAO,SULAWESI SELATAN,TORAJA UTARA,"JL. AHMAD YANI NO.68, RANTEPAO",0423-21258|
2781,OPTIK INTERNASIONAL BONE,SULAWESI SELATAN,BONE,JL.BESSE KAJUARA NO.2 - WATAMBONE- BONE - SULAWESI SELATAN,0481-21611|
2782,KLINIK KF.BONE,SULAWESI SELATAN,BONE,"JL. JEND. A. YANI, BONE",0481-2922208|
2783,LAB. PRODIA PALOPO,SULAWESI SELATAN,PALOPO,Jl.  Andi Djemma No. 53. Palopo 91921,'(0471) 327467
2784,OPTIK INTERNASIONAL PALOPO 2,SULAWESI SELATAN,PALOPO,CITY MARKET PALOPO LT. I UNIT L 01-03 JL. SAM RATULANGI 78,0888-04352636|
2785,KLINIK KF.PALOPO,SULAWESI SELATAN,PALOPO,JL. KELAPA NO.86,0811-4143-456|
2786,RS. BINTANG LAUT,SULAWESI SELATAN,PALOPO,"JL. KH.M KASYIM NO.5 SABBANGPARU, WARA UTARA, PATTENE",085 145 312 345 / 0471-21302/21059||
2787,OPTIK MELAWAI JALAN KELAPA PALOPO,SULAWESI SELATAN,PALOPO,"RUKO JALAN KELAPA NO. 27 , KEL. LAGALIGO, KEC. WARA, KOTA PALOPO",0815-8532-6846
2788,KLINIK KF.BULUKUMBA,SULAWESI SELATAN,BULUKUMBA,JL. LANTO DG PASEWANG NO. 80,0413-2510117|
2789,OPTIK INTERNASIONAL SENGKANG,SULAWESI SELATAN,WAJO,JL. JENDRAL SUDIRMAN NO. 21 D,0485-3210379|
2790,RS. INCO SOROWAKO,SULAWESI SELATAN,Luwu Timur,"JL. DIPONEGORO NO. 1 SOROWAKO, NUHA, LUWU TIMUR",021-5249100 ext 3758 / 021-5249686|
2791,KLINIK KF.0601 - GOWA,SULAWESI SELATAN,GOWA,JL. SULTAN HASANUDDIN NO. 8,0411-869842|
2792,KLINIK KF.PANGKEP,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,JL. KEMAKMURAN,0410-2412801|
2793,KLINIK KF.0600 - MAROS,SULAWESI SELATAN,MAROS,JL. MAROS RAYA MACCOPA,0411-372020|
