Nama,Alamat,Telepon,Tags
Saturdays Mall Of Indonesia,"Gf-A21, Mall Of Indonesia Jl. Boulevard Barat. Raya No.12, Rt.18/Rw.19, Klp. Gading Barat, Kec. Klp. Gading",0877-4955-2508,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Margo City,"1 - 64A-66B, Margo City, Jl. Margonda Raya No.358, Kemiri Muka, Kecamatan Beji",0877-4955-2510,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Nagoya Hill Batam,"Nagoya Hill Shopping Mall Batam Unit. Gr3-16, Jl.Teuku Umar Komplek Nagoya Hill Superblock, Batam, Lubuk Baja Kota",0877-4955-2541,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Nipah Makassar,"Gf#026, Nipah Mall, Jl. Urip Sumoharjo No.23C, Panaikang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0877-4955-2530,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays One Satrio,"One Satrio - Cbd Mega Kuningan, Unit E22, Jl. Prof. Dr. Satrio Kav. E.1.3, Kel. Karet Kuningan, Kec. Setiabudi",0877-9455-2539,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Pakuwon Mall Jogja,"L1-K02, Pakuwon Mall Yogyakarta, Jl.Ring Road Utara, Kaliwaru, Condongcatur, Kec.Depok, Kab.Sleman, Daerah Istimewa Yogyakarta",0877-4955-2542,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Pakuwon Mall Solo Baru,"Pakuwon Mall Solo Baru, Unit G-09A, Jl. Ir. Soekarno, Dusun Ii, Madegondo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",0877-4955-2545,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Palembang Icon,"Ug - #21, Palembang Icon, Jl. Pom Ix, Lorok Pakjo, Kec. Ilir Bar. I",0877-4955-2514,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Paris Van Java,"Unit Gl-A09, Ground Fl. Paris Van Java, Jl. Sukajadi No. 131-139, Bandung",0877-4955-2522,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Pik Avenue,"C-9, 1 Fl. Pik Avenue, Jl. Pantai Indah Utara I No.6, Rw.2, Kamal Muara, Kec. Penjaringan",0877-4955-2507,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Plaza Ambarukmo,"Gf/B-26,27, Plaza Ambarrukmo, Jl. Laksda Adisucipto No. 80 Ambarukmo, Caturtunggal, Kec. Depok",0877-4955-2534,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Plaza Indonesia,"Plaza Indonesia 4Th Floor Unit #E008-#E009A Jl. M.H. Thamrin No.9, Rt.9/Rw.5, Gondangdia, Menteng",0818-0986-3888,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Pondok Indah Mall 2,"Pondok Indah Mall 2 Lantai 3 No. 330, Jl. Metro Pondok Indah Kav. IV, Rt.1/Rw.16, Pd. Pinang, Kebayoran Lama",0812-8219-1948,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Puri Indah Mall,"Puri Indah Mall Gf #61, Jl. Puri Agung No.1, Kembangan Sel., Kec. Kembangan",0877-4955-2511,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Soma Palembang,"Gf - Blok C-4 Social Market Jl. Veteran No.999, 9 Ilir, Kec. Ilir Tim. Ii, Kota Palembang, Sumatera Selatan 30113",0877-4955-2532,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Summarecon Mall Bekasi,"Gf-165, Sentra Summarecon Bekasi Jl. Bulevard Ahmad Yani Blok M, Marga Mulya, Kec. Bekasi Timur",0877-6006-9888,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Summarecon Mall Serpong,"Saturdays Summarecon Mall Serpong, Basement Unit 22-23, Serpong Tangerang",0877-9455-2538,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Supermal Karawaci,"Ug#48, Supermal Karawaci - Jl. Boulevard Diponegoro No. 105, Bencongan, Kelapa Dua",0877-4955-2531,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Taman Anggrek,"#E25, Lantai 4. Mall Taman Anggrek, Jl. Letjen. S. Parman Kav. 21, Tanjung Duren Selatan, Grogol Petamburan, Rt.12/Rw.1, Tj. Duren Sel., Grogol Petamburan",0877-4955-2519,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Tsm Bandung,"A1-78, 1St Fl., Trans Studio Bandung, Jl. Gatot Subroto No.289, Cibangkong, Kec. Batununggal",0877-4955-2517,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Tsm Cibubur,"Trans Studio Mall Cibubur, Unit F1-51, Jl. Alternatif Cibubur No.230, Kel. Harjamukti, Kec. Cimanggis",0877-4955-2528,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Tsm Makassar,"Trans Studio Mall Makassar, Lg B 25, Kawasan Terpadu, Jl. Metro Tj. Bunga, Maccini Sombala, Kec. Tamalate",0811-4488-822,"AXA Mandiri Financial Services, Corporate Solution"
Saturdays Tunjungan Plaza,"Unit #02-L3. Tunjungan Plaza 6. Jl. Jenderal Basuki Rachmat No.8-12, Kedungdoro, Kec. Tegalsari",0877-4955-2521,"AXA Mandiri Financial Services, Corporate Solution"
Satya Negara,"Jl. Agung Utara Raya, Blok A, No.1",021-64715200/687813-14,"AXA Mandiri Financial Services, Corporate Solution, Individu Solution"
Sayang Bunda,Pondok Ungu Permai Sektor V Blok A1 No.21-26 Babelan Bekasi Utara,021-88983843,"AXA Mandiri Financial Services, Corporate Solution, Individu Solution"
Sayyidah,"Jl. Taman Malaka Selatan No. 6 Pondok Kelapa, Jakarta Timur",021-86902950,"AXA Mandiri Financial Services, Corporate Solution, Individu Solution"
Sehat,"Jl. Pawarengan No.37 Desa Dawuan Timur, Cikampek",0264-8385103,"AXA Mandiri Financial Services, Corporate Solution, Individu Solution"
Seis AEON Mall,"Alam Sutera, Serpong, Jl. Jalur Sutera Barat Kav.16 Alam Sutera Tangerang",021-29168533,"AXA Mandiri Financial Services, Corporate Solution"
Seis Aeon Mall Cakung,"Ps. Modern Jkt Garden City, Jl. Cassia Utama No. 46, Rt 8/6 Cakung, Jakarta Timur",021-22463063,"AXA Mandiri Financial Services, Corporate Solution"
Seis Aeon Mall Deltamas,"Ground Floor No. Gf-058, Hegarmukti, Central Cikarang, Bekasi Regency, Jawa Barat",021-39702824,"AXA Mandiri Financial Services, Corporate Solution"
Seis Aeon Mall Sentul City,"Ground Floor Unit G-51, Jl. Mh. Thamrin, Citaringgul, Kec. Babakan Madang",021-87965151,"AXA Mandiri Financial Services, Corporate Solution"
Seis Aeon Tanjung Barat,"Aeon Tanjung Barat, First Floor Unit 1-10 Jl. Tanjung Barat Raya No.163 Jagakarsa Jakarta Selatan",021-50942678,"AXA Mandiri Financial Services, Corporate Solution"
Seis Agora Thamrin Nine,"Unit Lb1#12-14, Jl Mh Thamrin No.10 Jakarta 10230",021-31118080,"AXA Mandiri Financial Services, Corporate Solution"
Seis Astha District 8,"Ug-27 Jl. Jend Sudirman Kav, 52-53, Scbd Lot.28, Kebayoran Baru Jakarta Selatan",021-50111162,"AXA Mandiri Financial Services, Corporate Solution"
Seis Ayani Megamall,"Lt. Dasar BG# 26-27, Jl.Ahmad Yani Pontianak 78122",0561-762711,"AXA Mandiri Financial Services, Corporate Solution"
Seis Bali Discovery Mal,"Ground Floor No.MG-18, Jl. Kartika Plaza Kuta",0361-769836,"AXA Mandiri Financial Services, Corporate Solution"
Seis Bandung Indah Plaza,"Lt. GF#22-23, Jl. Merdeka No.56 Bandung",022-4203035,"AXA Mandiri Financial Services, Corporate Solution"
Seis Baywalk Mall Pluit,"Lt. 1 FF No.1-27, Jl. Pluit Karang Ayu Blok B1 Utara RT.020/002 Kel,Pluit Kec. Penjaringan, Jakarta Utara 14450",021-29629586,"AXA Mandiri Financial Services, Corporate Solution"
Seis Beachwalk,"Lt. 2 No.A-5 Sahid Kuta Lifestyle Resort, Jl. Pantai Kuta Bali 80361",0361-8464858,"AXA Mandiri Financial Services, Corporate Solution"
Seis Bekasi Square,"Ground Floor No.187-188, Jl. Ahmad Yani Kav.1 Bekasi Barat",021-82431483,"AXA Mandiri Financial Services, Corporate Solution"
Seis Big Mall,"1 Floor No.36, Jl.Untung Suropati No.8",0541-6294773,"AXA Mandiri Financial Services, Corporate Solution"
Seis Bintaro Jaya XChange Mall,"Ground Floor No.217 JL. Boulevard Bintaro Jaya, Blok B7/C2 No. 1 Tangerang Selatan 15224",021-29864909,"AXA Mandiri Financial Services, Corporate Solution"
Seis Boemi Kedaton Mall,"Lt. 1 No.L32, Jl. Teuku Umar-Sultan Agung No.1 Kedaton - Bandar Lampung",0721-8015532,"AXA Mandiri Financial Services, Corporate Solution"
Seis Bogor Indah Plaza,"Lt. 1 Blok I-2, Jl. Raya Baru Bogor",0251-8382036,"AXA Mandiri Financial Services, Corporate Solution"
Seis Botani Square,"Lt. Dasar No.GF-37, Jl. Raya Pajajaran Baranangsiang, Bogor",0251-8400711,"AXA Mandiri Financial Services, Corporate Solution"
Seis By The Sea Pik,Jl. Pulau Maju Bersama #A-17&A-38 Jakarta Utara,021-50200367,"AXA Mandiri Financial Services, Corporate Solution"
Seis Central Park,Jl. S.Parman Kav.28 Upper Ground Floor UG-107 Jakarta 11470,021-56985087,"AXA Mandiri Financial Services, Corporate Solution"
Seis Centre Point Mall,"Lt. Upper Ground No.UG-17, Jl. Timor/Jawa No.1 Medan",061-80501352,"AXA Mandiri Financial Services, Corporate Solution"
Seis Chadstone Cikarang,"Jl Raya Cikarang Cibarusah, Ruko Cikarang Square Blok B12 Cikarang Selatan, Bekasi 17530",021-31118023,"AXA Mandiri Financial Services, Corporate Solution"
Seis Cibinong City Mall,"Ground Floor No.B-3A, Jl. Tegar Beriman No.1 Cibinong, Bogor",021-29860156,"AXA Mandiri Financial Services, Corporate Solution"
Seis Cibubur Junction,"Ground Floor No.28-29, Jl. Jambore No.1 Cibubur Jakarta Timur 13720",021-87756477,"AXA Mandiri Financial Services, Corporate Solution"
Seis Cihampelas Walk,"Ground Floor No.G-21&SG-16, Jl.Cihampelas No.160",022-2061026,"AXA Mandiri Financial Services, Corporate Solution"
Seis Cilandak Town Square,"Level 2 First Floor No.139, Jl. TB Simatupang, Jakarta Selatan 12430",021-75920339,"AXA Mandiri Financial Services, Corporate Solution"
Seis Cilegon Center Mal,"Cilegon Center Mal, Jl. Jend. Ahmad Yani Sukmajaya Cilegon Banten",0254-7817520,"AXA Mandiri Financial Services, Corporate Solution"
Seis Cinere Bellevue,Jl. Telaga Warna Cinere Depok,021-29403885,"AXA Mandiri Financial Services, Corporate Solution"
Seis Ciputra World Surabaya,"Lt. 1 Unit No. 39&40, Jl. Mayjen Sungkono 873 Surabaya",031-51200217,"AXA Mandiri Financial Services, Corporate Solution"
Seis Cirebon Superblock,"Ground Floor No.48&49, Jl. Cipto Mangunkusumo No.26 Cirebon 45131",0231-8291394,"AXA Mandiri Financial Services, Corporate Solution"
Seis Citi Mall Dumai,"Jl. Bukit Datuk Rt 010, Kelurahan Bukit Datuk Kecamatan Dumai Selatan, Dumai-Riau 28826",0765-4301506,"AXA Mandiri Financial Services, Corporate Solution"
Seis Citimall Gorontalo,"Jl. Hos Cokroaminoto No. 1 Kel Heledulaa Selatan, Kec Kota Timur, Gorontalo",0435-8592633,"AXA Mandiri Financial Services, Corporate Solution"
Seis City Centrum Mall,"Lt 2 No.L2-06 Jl Mulawarman No.171, Pelabuhan, Samarinda, Kaltim 75242",0541-7812008,"AXA Mandiri Financial Services, Corporate Solution"
Seis Duta Mall 2 Banjarmasin,"Jl. Jend A. Yani, Km.2 Banjarmasin – Kalimantan Selatan",0511-6779403,"AXA Mandiri Financial Services, Corporate Solution"
Seis Duta Mall Banjarmasin,"Lt. 1 Blok B1, Jl. Jend A.Yani KM.2 Banjarmasin",0511-3275122,"AXA Mandiri Financial Services, Corporate Solution"
Seis Emporium Pluit Mall,"Upper Ground Floor No.UG-32, Jl.Pluit Selatan Raya, Jakarta Utara 14440",021-66676307,"AXA Mandiri Financial Services, Corporate Solution"
Seis E-Walk Balikpapan,"Upper Ground No.39, Jl.Jendral Sudirman Komplek Balikpapan Super blok",0542-7213780,"AXA Mandiri Financial Services, Corporate Solution"
Seis Festival Citylink Mall,Jl. Peta No.241 Ground Floor No.GF-17 Bandung,022-60521115,"AXA Mandiri Financial Services, Corporate Solution"
Seis Gandaria City Mall,"Ground Floor No. G-57B, Jl. KH. M Syafi'I Hadzami No. 8 Jakarta Selatan 12240",021-29053262,"AXA Mandiri Financial Services, Corporate Solution"
Seis Giant CBD Bintaro,1St Floor No. F4 Blok Cbd B7/A7,021- 74860398,"AXA Mandiri Financial Services, Corporate Solution"
Seis Grage Mall,"Lantai F1 Rt.020, Jl. Tentara Pelajar No.1, Kota Cirebon",0231-223056,"AXA Mandiri Financial Services, Corporate Solution"
Seis Grand City Mall Surabaya,"Ground Floor No.42, Jl Gubeng Pojok Dalam No.9 Surabaya",031-52405868,"AXA Mandiri Financial Services, Corporate Solution"
Seis Grand Galaxy Park,Jl. Grand Galaxy Boulevard No.1 Bekasi,021-82748897,"AXA Mandiri Financial Services, Corporate Solution"
Seis Grand Indonesia Mall,JL. MH. Thamrin No.1 Lt.2 West Mall Unit WM-2-2o Jakarta Pusat 10310,021-23580623,"AXA Mandiri Financial Services, Corporate Solution"
Seis Grand Indonesia West Mall 2,Upper Ground Grand Indonesia West Mall Unit Wm-Ug-08A&09 Jl Mh Thamrin No.1 Jakarta Pusat,021-23599062,"AXA Mandiri Financial Services, Corporate Solution"
Seis Grand Metropolitan,"Upper Ground No.11b, Jl.K.H Noer Ali Bekasi",021-29579867,"AXA Mandiri Financial Services, Corporate Solution"
Seis Green Pramuka Square,Jl. Jend Ahmad Yani Kav. 49,021-29624938,"AXA Mandiri Financial Services, Corporate Solution"
Seis Green Sedayu Mall,"Lt Dasar No.Gf-02 Jl Lingkar Luar Barat, Komp Taman Palem Lestari, Jakarta Barat 11730",021-40127059,"AXA Mandiri Financial Services, Corporate Solution"
Seis Hartono Lifestyle Mall,"Ground Floor Unit C-7, Jl. Raya Solo Baru Madegondo, Grogol Sukoharjo, Solo",0271-7890923,"AXA Mandiri Financial Services, Corporate Solution"
Seis Hartono Mall Jogja,"Jl. Raya Ringroad Utara, Sanggrahan Kaliwaru, Depok Sleman, Yogyakarta",0274-2924058,"AXA Mandiri Financial Services, Corporate Solution"
Seis Icon Bali Mal,"Ug No.Ug-03B Jl Danau Tamblingan No.27, Sanur, Denpasar Selatan, Bali 80228",0361-3705273,"AXA Mandiri Financial Services, Corporate Solution"
Seis Istana Plaza,"Ground Floor No. C2, Jl. Pasir Kaliki No.121-123 Bandung",022-6006621,"AXA Mandiri Financial Services, Corporate Solution"
Seis Jambi Town Square,"Jl. Kapten A. Bakaruddin No. 88 Simpang Iii Sipin, Kec. Kota Baru Kota Jambi, Jambi 36125",0741-5780008,"AXA Mandiri Financial Services, Corporate Solution"
Seis Java Supermall,"Lt. I Unit No.103, Jl. MT Haryono No.992-994 Semarang",024-8410427,"AXA Mandiri Financial Services, Corporate Solution"
Seis Jember Roxy Square,"Lt dasar no gf02s1, Jl Hayam Wuruk no 50-58, Jember, Jawa Timur 68135",0331-4918031,"AXA Mandiri Financial Services, Corporate Solution"
Seis Jl. Tunjungan No.23,Jl. Tunjungan No.23 Surabaya 60275,031-5341339,"AXA Mandiri Financial Services, Corporate Solution"
Seis Jl.Gajah Mada No.34,Jl. Gajah mada No.34 Semarang,024-3546774,"AXA Mandiri Financial Services, Corporate Solution"
Seis Kalibata City,"Lt. GF Blok C No.11, Jl. Kalibata Raya No. 1 Jakarta Selatan - 12750.",021-29316907,"AXA Mandiri Financial Services, Corporate Solution"
Seis Karawang Central Plaza,"Jl. Raya Galuh Mas Lantai Dasar Unit B-22 , Karawang",0267-8636680,"AXA Mandiri Financial Services, Corporate Solution"
Seis Kediri Town Square,"Jl. Hasanudin No. 2 , Kediri 64121, Jawa Timur",0354-673834,"AXA Mandiri Financial Services, Corporate Solution"
Seis Klaten Town Square,"Jl Pemuda Tengah No.75 Blok A11, Tonggalan, Klaten Tengah, Jawa Tengah 57411",0272-5601000,"AXA Mandiri Financial Services, Corporate Solution"
Seis Kota Kasablanka,"Upper Ground Floor No. UG-47, Jl. Casablanca Raya Kav.88 Jakarta 12870",021-29488499,"AXA Mandiri Financial Services, Corporate Solution"
Seis Kuningan City,"Upper Gound No.UG-16 Jl. Prof. Dr. Satrio Kav. 18 Setiabudi Kuningan, Jakarta Selatan 12940",021-30480528,"AXA Mandiri Financial Services, Corporate Solution"
Seis Kuta Icon Mall,"Lt. GF No.35, Jl. Kartika Plaza, Kuta",0361-849612,"AXA Mandiri Financial Services, Corporate Solution"
Seis Kuta Square,"Pertokoan Kuta Square Blok D No.21, Jl.Bakungsari Kuta-Bali",0361-755097,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lagoon Avenue,"Jl. KH  Noer Ali No.3A Kalimalang, Bekasi Jawa Barat",021-35761178,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lampung City Mall,"JL. Yos Sudarso No.85, Bumi Waras, Teluk Betung, Bandar Lampung ( Lantai Lobby No.L-01B)",0721-9650202,"AXA Mandiri Financial Services, Corporate Solution"
Seis Level 21,Jl. Teuku Umar No.1 Denpasar Bali,0361-3003119,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lippo Mall Kemang,"Upper Ground No.UG-30, Jl. Pangeran Antasari No.36 Kemang Jakarta 12150",021-29056893,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lippo Mall Saphire Jogja,"Ground Floor Unit G-05, Jl.Let.Jend Adi Sucipto No.24-32",0274-2922799,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lippo Plaza Jember,Jl Gajahmada No. 175 Rt 01/07 Kel Jember Kidul,0331-5102909,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lippo Plaza Kramatjati,Jl. Raya Bogor Km.19 Kramat Jati,021-80875247,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lippo Plaza Kupang,"Ground Floor No.GF-31&31A, Jl.Veteran RT.06/05 Kel.Fatululi,Kec.Oebobo Kupang-NTT",0380-8439095,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lippo Plaza Sunset,"Ground Floor No.09, Jl.Sunset Road, Kuta",0361-768511,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lippo Supermal Karawaci,"Lt. UG No.46&47, Jl. Boulevard Diponegoro No. 105",021-5462151,"AXA Mandiri Financial Services, Corporate Solution"
Seis Living World Alam Sutera,"Ground Floor No.18 Alam Sutera Boulevard Kav.21 Alam Sutera, Serpong 15325",021-53125605,"AXA Mandiri Financial Services, Corporate Solution"
Seis Living World Denpasar,"First Floor Unit 1-23, Jl Gatot Subroto Timur, Tonja, Denpasar Utara, Bali 80235",0361-6200167,"AXA Mandiri Financial Services, Corporate Solution"
Seis Living World Pekanbaru,"Jl. Soekarno Hatta Kel. Tangkeramg Barat Kec. Marpoyan Damai, Riau Pekanbaru",0761-6706123,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lombok City Center,Ground Floor No. Gf-23 Jl. Ahmad Yani Km 8 Gerimak Indah,0370-617369,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lombok Epicentrum Mall,Ground Floor No.GF-11 Sriwijaya No.333 Mataram Lombok-NTB,0370-6172076,"AXA Mandiri Financial Services, Corporate Solution"
Seis Lotte Shopping Avenue,"Ciputra World 1, Lt.F4 No.23, Jl. Prof. Dr. Satrio Kav. 3-5 Setiabudi Jakarta Selatan 12940",021-29889470,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Alam Sutera,"Alam Sutera, Serpong, Jl. Jalur Sutera Barat Kav.16 Alam Sutera Tangerang",021-30449248,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Artha Gading,Jl. Boulevar Artha Gading GF Blok B7-01,021-45863842,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Bali Galleria,"Lt. Dasar Unit No.IB-49, Jl. Raya By Pass Ngurah Rai Bali",0361-752688,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Bali Ramayana,"Lt. 2, Jl. Diponegoro Denpasar Bali",0361-246182,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Balikpapan Baru,"Lt. Dasar No.G 8-9, Jl. MT.Haryono, Komp.Balikpapan Baru",0542-877268,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Cipinang Indah,"Lt Gf No.15 Jl Raya Kalimalang Kav 88 , Pondok Bambu, Jakarta Timur 13420",021-38851057,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Ciputra,"Jl. Arteri S.Parman, Grogol Upper Ground Unit UG 13-14",021-5681516,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Ciputra Citragran Cibubur,"Ground Floor No.51, Jl. Alternatif Cibubur Cileungsi KM.4 Jatikarya Cibubur 17435",021-29377342,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Ciputra Semarang,"Lt. Dasar No.17, Jl.Simpang Lima Semarang",024-8415485,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Ciputra Seraya Pekanbaru,"Lt. Dasar No.17, Jl. Riau No.58 Pekanbaru",0761-868617,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Galaxy,"Lt.1 Unit No.153-154, Jl. Dharma Husada Indah Timur No.37 Surabaya",031-5937171,"AXA Mandiri Financial Services, Corporate Solution"
Seis Mal Galeria,"Lt.Dasar Unit 22,23,25-27, Jl. Jendral Sudirman No.99-101 Yogyakarta",0274-584703,"AXA Mandiri Financial Services, Corporate Solution"
