nama_rumah_sakit,alamat,telp,text
RS AWAL BROS A. YANI,"JL JEND A YANI NO 73, PEKANBARU",(0761)21000,Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA PEKANBARU | Rawat_Inap | Rawat_Jalan | - | Optik
KLINIK PERTAMEDIKA IHC BEKASI,"RUKO KALIMALANG SQUARE, BLOK J-17, JL RAYA KALIMALANG, BEKASI",(002)188962946,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PERTAMEDIKA IHC BINTARO,"JL. PD. BETUNG RAYA NO.1.A, KEC. PONDOK AREN, TANGERANG SELATAN",(021)7355253,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PERTAMEDIKA IHC BOGOR,"JL. ADNANRIJAYA (PANDAWA), BLOK A-1 NO 14-15 BANTAR JATI, BOGOR",(002)518363993,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PERTAMEDIKA IHC BSD,"RUKO GOLDEN VIENNA SEKTOR XII, BLOK CA NO 31, KEL RAWA BUNTU, TANGERANG SELATAN",(008)11163259,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PERTAMEDIKA IHC CAKUNG,"UJUNG MENTENG BUSINESS CENTRE,, JL. HAMENGKUBUWONO IX, JAKARTA TIMUR",(002)188962946,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PERTAMEDIKA IHC CINERE,"JALAN CINERE NO. 11 B CINERE, DEPOK",(002)1753022,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PERTAMEDIKA IHC DELI,"JL DELI NO 22, JAKARTA UTARA",(002)143923390,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA UTARA | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA UTARA | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA UTARA | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PERTAMEDIKA IHC JATIWARINGIN,"JL SANGATA BLOK I NO. 1, PONDOK GEDE, BEKASI",(002)184990644,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PERTAMEDIKA IHC PATRA JASA,"JL. JEND GATOT SUBROTO, GD PATRA LAT. 1 KAV 32-34, JAKARTA SELATAN",(002)15217318,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PERTAMEDIKA IHC RAWAMANGUN,"JL. MUNDU RAYA NO.1, JAKARTA TIMUR",(002)14894150,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PERTAMEDIKA IHC SINABUNG,"JL SINABUNG II NO. 32 AF, JAKARTA SELATAN",(002)17243262,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik
RS PERTAMINA CILACAP,"JL. DR. SETIA BUDI NO 1, TEGALKAMULYAN, CILACAP",(0282)509955,Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN CILACAP | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN CILACAP | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KABUPATEN CILACAP | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS PERTAMINA DUMAI,"JL RAYA BUKIT DATUK, DUMAI SELATAN, DUMAI",(000)08117066666,Global Excel Indonesia | Individu | Cashless | RIAU | KOTA DUMAI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA DUMAI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | RIAU | KOTA DUMAI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PERTAMINA IHC DEPOK,"JL MARGONDA RAYA NO. 518, DEPOK",(081)285318230,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | Rawat_Gigi | Optik
RS PERTAMINA PANGKALAN BRANDAN,"JL DR WAHIDIN NO 1, PULAU BERANDAN LANGKAT, LANGKAT",(0620)322455,Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KABUPATEN LANGKAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KABUPATEN LANGKAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA UTARA | KABUPATEN LANGKAT | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS PERTAMINA PLAJU,"JL BERINGIN NO 1 KOMPERTA, PLAJU, PALEMBANG",(071)1597401,Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA PALEMBANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA PALEMBANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KOTA PALEMBANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS PERTAMINA RANTAU,"JL CEPU NO. 1 KOMPERTA FIELD, RANTAU ACEH TAMIANG, ACEH TAMIANG",(6413)1165,Global Excel Indonesia | Individu | Cashless | ACEH | KABUPATEN ACEH TAMIANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | ACEH | KABUPATEN ACEH TAMIANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | ACEH | KABUPATEN ACEH TAMIANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSOJ PERTAMINA ROYAL BIRINGKANAYA,"JL PAJJAIANG, SUDIANG RAYA, KEC. BIRINGKANAYA, MAKASSAR",(041)14821000,Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | SULAWESI SELATAN | KOTA MAKASSAR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS PKT PRIMA SANGATTA,"JL YOS SUDARSO I NO 1, SANGATTA, SANGATTA",(0549)22005,Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KABUPATEN KUTAI TIMUR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KABUPATEN KUTAI TIMUR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KABUPATEN KUTAI TIMUR | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PPK I PETROKIMIA GRESIK,"JL JEND A YANI, GRESIK",(0313)991544,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN GRESIK | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN GRESIK | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KABUPATEN GRESIK | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PRATAMA RAWAT INAP SERANG MEDIKA,"JL. RAYA SERANG CILEGON RUKO, LEGOK SUKMA JAYA, BLOK 5C NO.1, SERANG",(0254)223992,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA SERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PRATAMA ST CAROLUS PASEBAN,"JL SALEMBA RAYA NO 33, JAKARTA PUSAT",(021)3904441,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA PUSAT | - | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PRATAMA ST.CAROLUS SAMADI KLENDER,"JL K H MAISIN NO 58, JAKARTA TIMUR",(021)8615514,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA TIMUR | - | Rawat_Jalan | Rawat_Gigi | Optik
RSIA PRATIWI,"JLRHM NOERADJI NO 42 KEL SUMUR, PANCING KEC KARAWACI, TANGERANG",(021)5520692,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS PRIKASIH,"JL. RS. FATMAWATI NO.74, PONDOK LABU-CILANDAK, JAKARTA SELATAN",(021)7501192,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RSIA PRIMA QONITA,"JL PAHLAWAN KEMARUNG NO 27, BATURAJA",(0735)325625,Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KABUPATEN OGAN KOMERING ULU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KABUPATEN OGAN KOMERING ULU | Rawat_Inap | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | SUMATERA SELATAN | KABUPATEN OGAN KOMERING ULU | Rawat_Inap | Rawat_Jalan | - | Optik
RS PRIMASATYA HUSADA CITRA (PHC),"JL. PRAPAT KURUNG SELATAN, NO.1, TANJUNG PERAK, SURABAYA",(031)3294801,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS PRIMAYA PASAR KEMIS,"JL. RAYA PASAR KEMIS, KEC. PASAR KEMIS, TANGERANG",(021)59715777,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS PRIMAYA SEMARANG,"KUDUNGMUNDU RAYA NO. 24, KEC TEMBALANG, SEMARANG",(024)86008600,Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TENGAH | KOTA SEMARANG | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
RS PRIMAYA SUKABUMI,"JL RA KOSASIH, NO.45,, KEL SUKARAJA,, SUKABUMI",(026)6221166,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA SUKABUMI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA SUKABUMI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA SUKABUMI | Rawat_Inap | Rawat_Jalan | Rawat_Gigi | Optik
KLINIK PRIMECARE PANGLIMA POLIM,"JL PANGLIMA POLIM IX NO 16, KEL MELAWAI KEBAYORAN BARU, JAKARTA SELATAN",(021)27083505,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | - | Optik
KLINIK PRIMECARE TEBET,"JL TEBET BARAT DALAM II NO 46, TEBET DALAM, JAKARTA SELATAN",(021)22902205,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | Rawat_Gigi | Optik
LABORATORIUM PRODIA ACEH,"JL THM DAUD BEUREUH NO 174, F-H, BANDA ACEH",(0651)22387,Global Excel Indonesia | Individu | Cashless | ACEH | KOTA BANDA ACEH | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | ACEH | KOTA BANDA ACEH | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | ACEH | KOTA BANDA ACEH | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA ARTERI,"ARTERI PONDOK INDAH, JL SULTAN ISKANDAR MUDA NO 31C, JAKARTA SELATAN",(021)7227728,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | - | Optik
KLINIK PRODIA BALIKPAPAN,"KOMP. PERTOKOAN BANDAR KLANDAS, BLOK D-11, JL. JEND. SUDIRMAN, BALIKPAPAN",(0542)739337,Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KOTA BALIKPAPAN | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KOTA BALIKPAPAN | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN TIMUR | KOTA BALIKPAPAN | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA BANDUNG,"JL. WASTUKENCANA NO. 38, BANDUNG",(0224)231362,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA BANJARMASIN,"JL ACHMAD YANI KM 3,5, NO 131-133, BANJARMASIN",(051)13273500,Global Excel Indonesia | Individu | Cashless | KALIMANTAN SELATAN | KOTA BANJARMASIN | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN SELATAN | KOTA BANJARMASIN | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | KALIMANTAN SELATAN | KOTA BANJARMASIN | - | Rawat_Jalan | - | Optik
"PRODIA BATAM, LABORATORIUM & KLINIK","JL ENGKU PUTRI KOMP MAHKOTA, RAYA BLOK E NO 12A-12B, BATAM",(021)500830,Global Excel Indonesia | Individu | Cashless | KEPULAUAN RIAU | KOTA BATAM | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | KEPULAUAN RIAU | KOTA BATAM | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | KEPULAUAN RIAU | KOTA BATAM | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA BEKASI,"JL KH NOER ALI NO 90, KALIMALANG, BEKASI",(021)8840480,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA BOGOR 1,"JL JEND SUDIRMAN NO 38B, BOGOR",(0251)8351612,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA BOGOR 2,"JALAN PADJAJARAN NO.70 E&F, BOGOR",(0251)8353370,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KABUPATEN BOGOR | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA BONA INDAH,"RUKO BONA INDAH BLOK A2, JL KARANG TENGAH RAYA LEBAK BU, JAKARTA SELATAN",(021)7506715,Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | DKI JAKARTA | KOTA JAKARTA SELATAN | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA BUAH BATU,"JL. BUAH BATU NO. 160, BANDUNG",(022)73110128,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | - | Optik
KLINIK PRODIA BUMI SERPONG DAMAI,"RUKO GOLDEN MADRID,, JL. LETNAN SUTOPO BLOK B NO.1-, TANGERANG",(002)11500830,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA TANGERANG | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA CIBUBUR,"JL ALTERNATIF CIBUBUR NO 8 C-D, CILEUNGSI, DEPOK",(021)84598650,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | Rawat_Gigi | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | Rawat_Gigi | Optik
LABORATORIUM PRODIA CILEGON,"JL. SULTAN AGENG TIRTAYASA, NO 8 CILEGON, CILEGON",(025)4381990,Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | BANTEN | KOTA CILEGON | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA CIMAHI,"JL. JEND. AMIR MAHMUD NO. 523, CIMAHI, BANDUNG",(022)6658125,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BANDUNG | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA CIREBON,"JL. R.A. KARTINI NO. 32, CIREBON",(023)1208989,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA CIREBON | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA CIREBON | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA CIREBON | - | Rawat_Jalan | - | Optik
KLINIK PRODIA DARMO PERMAI SURABAYA,"JL. MAYJEND YONO SOEWOYO, (BUKIT DARMO BOULEVARD) 6F - 6, SURABAYA",(0317)322020,Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA TIMUR | KOTA SURABAYA | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA DEPOK,"RUKO PESONA KHAYANGAN NO. 9,, JL. MARGONDA RAYA NO. 45, DEPOK",(021)7751178,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA DEPOK | - | Rawat_Jalan | - | Optik
LABORATORIUM PRODIA HARAPAN INDAH,"SENTRA NIAGA, BOULEVARD HIJAU, C5/41, JL. HARAPAN INDAH, BEKASI",(002)1500830,Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | - | Optik | Global Excel Indonesia | Individu | Cashless | JAWA BARAT | KOTA BEKASI | - | Rawat_Jalan | - | Optik
