Unnamed: 0,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Cashless; Semua Provinsi; Semua Kota;,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Source_File,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Reimbursement; Semua Provinsi; Semua Kota;,Daftar Jaringan untuk Asuransi Individu; Dalam Negeri; Allianz Flexi Medical; Diluar Cakupan Pertanggungan/Perlindungan; Semua Provinsi; Semua Kota;
2648,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN INDRAMAYU,(023)4275112,"JL PANYINDANGAN WETAN, SINDANG, INDRAMAYU
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS  PERMATA MEDICAL CENTER,
2649,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN KEBUMEN,(287-)3870779,"JL INDRAKITA 17 KEBUMEN,      , KEBUMEN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PERMATA MEDIKA KEBUMEN,
2650,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA MALANG,(0341)2996333,"JL. PANJI SUROSO, KOMP. ARAYA, BUSINESS CENTER KAV.II-IV, MALANG",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PERSADA HOSPITAL MALANG,
2651,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)4891708,"JL. PERSAHABATAN RAYA NO.1, RAWAMANGUN, JAKARTA TIMUR
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PERSAHABATAN,
2652,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,LAMPUNG,KOTA BANDAR LAMPUNG,(0721)273601,"JL PRAMUKA NO 27, BANDAR LAMPUNG, LAMPUNG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PERTAMINA BINTANG AMIN,
2653,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)7340906,"JL CILEDUG RAYA NO 8A-B, PETUKANGAN, PESANGGRAHAN, JAKARTA SELATAN",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PETUKANGAN,
2654,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA MALANG,(0341)827295,"JL.SEMERU NO.01, TUREN, MALANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PINDAD MALANG,
2655,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(021)8827554,"JL KARANG SATRIA NO 4-5, TAMBUN UTARA, BEKASI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PINNA,
2656,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)6506559,"JL BARU SUNTER PERMAI RAYA, JAKARTA UTARA
",YA,YA,YA,YA,Klinik,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RSPI PROF DR SULIANTI SAROSO,
2657,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN BOYOLALI,(276-)322898,"JL PASAR SAPI BARUSINGKIL,      , BOYOLALI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU AISYIYAH,
2658,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN BOYOLALI,(0276)322898,"JL PASAR SAPI BARU SINGKIL, KARANGGENENG, BOYOLALI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU AISYIYAH BOYOLALI,
2659,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN JEPARA,(0291)4256500,"JL PEGADAIAN NO 12 MAYONG, JEPARA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMADIYAH MAYONG,
2660,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KOTA YOGYAKARTA,(274-)368587,"Jl. JEND. SUDIRMAN 124-126,      , YOGYAKARTA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH BANTUL,
2661,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN BLORA,(0296)532257,"JL RAYA BLORA CEPU KM 3, BLORA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH BLORA,
2662,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN KLATEN,(0272)897661,"JL CAWAS PEDAN BELAKANG POLSEK, CAWAS
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH CAWAS,
2663,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN BLORA,(0296)421727,"JL RONGGOLAWE NO 137, CEPU, BLORA
RSPKU_CEPU@YAHOO.CO.ID",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH CEPU,
2664,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN KLATEN,(0272)551051,"JL RAYA DELANGGU UTARA NO 19, KLATEN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH DELANGGU,
2665,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN BOJONEGORO,(353-)511731,"JL.RAYA KALITIDU, NO.266, KALITIDU,      , BOJONEGORO
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH KALITIDU,
2666,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN CILACAP,(0282)494993,"JL RAYA MUJUR, KROYA, CILACAP
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH KROYA,
2667,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN REMBANG,(0295)5391975,"JL RAYA PAMOTAN LASEM KM 2.5, PAMOTAN, REMBANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH PAMOTAN,
2668,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN PURBALINGGA,(0281)758808,"JL KOLONEL SUGIRI, GANDASULI, PURBALINGGA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH PURBALINGGA,
2669,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN BANYUWANGI,(3336)31149,"JALAN DIPONEGORO NO.20, GITIK,, ROGOJAMPI, DUSUN SIDOMULYO, KAB. BANYUWANGI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH ROGOJAMPI BANYUWANGI,
2670,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN KEBUMEN,(0287)382597,"JL RAYA SRUWENG NO 5, KEBUMEN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH SRUWENG,
2671,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN TEMANGGUNG,(0293)596704,"JL RAYA KEDU KM 2 KALISAT, CAMPURSARI BULU, TEMANGGUNG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH TEMANGGUNG,
2672,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN PURWOREJO,(275-)325260,"JL. BRIGJEND KATAMSO NO.144A, PURWOREJO     , PURWOREJO
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH TUNAS MEDIKA PURWORE,
2673,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KOTA YOGYAKARTA,(274-)6499704,"JL WATES KM 5,5GAMPING, SLEMAN YOGYAKARTA    , YOGYAKARTA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH UNIT II,
2674,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN WONOSOBO,(0286)329185,"JL WONOSOBO KERTEK KM4, SUDUNGDEWO, WONOSOBO
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH WONOSOBO,
2675,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KOTA YOGYAKARTA,(0274)512653,"JL. KH ACHMAD DAHLAN, YOGYAKARTA",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PKU MUHAMMADIYAH YOGYAKARTA (UNIT I),
2676,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA UTARA,(021)43902350,"JL ENGGANO NO 10, TANJUNG PRIOK, JAKARTA UTARA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PORT MEDICAL CENTER,
2677,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,NUSA TENGGARA TIMUR,KABUPATEN TIMOR TENGAH SELATAN,(8113)838107,"JL. KAKATUA NO. 38 NUNUMEU, SO, TIMOR TENGAH SELATAN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PRATAMA MUDER IGNACIA,
2678,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN TIMUR,(053)12051151,"LESA DS BANJARAU, PARENGGEAN, KOTAWARINGIN TIMUR
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PRATAMA SUPIAN HADI,
2679,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KOTA YOGYAKARTA,(0274)373249,"JL KOLONEL SUGIYONO NO 98, YOGYAKARTA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PRATAMA YOGYAKARTA,
2680,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)7455500,"JL. MH THAMRIN BLOK B3/ 1, SEKTOR VII - BINTARO JAYA, TANGERANG",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PREMIER BINTARO,
2681,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA SURABAYA,(031)5993211,"JL. NGINDEN INTAN BARAT BLOK B, SURABAYA",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PREMIER SURABAYA,
2682,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)7425751,"JL WR SUPRATMAN NO 69, PONDOK RANJI, TANGERANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PRIMA MEDIKA,
2683,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(021)8868888,"JL. KH NOER ALI KAV 17-18, KALIMALANG, KAYURINGIN JAYA, BEKASI",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PRIMAYA BEKASI BARAT,
2684,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(0218)2679999,"JL. H.M. JOYOMARTONO RT3/21, MARGAHAYU BEKASI TIMUR, BEKASI",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PRIMAYA BEKASI TIMUR (D/H RS AWAL BROS),
2685,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(021)88892000,"JL KALIABANG VILA INDAH PERMAI, GOLDEN CITY, BLOK G NO.1, BEKASI",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PRIMAYA BEKASI UTARA (D/H AWAL BROS),
2686,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)4201515,"JL. RAWAMANGUN NO 47, PRAMUKA, JAKARTA TIMUR",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PRIMAYA EVASARI  (D/H RS AWAL BROS),
2687,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA DEPOK,(021)77848000,"JL. H. DIMUN RAYA RT.001RW.024, SUKAMAJU, KEC. CILODONG, DEPOK
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PRIMAYA HOSPITAL DEPOK,
2688,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA PUSAT,(021)38997777,"JL. RADEN SALEH NO. 40, JAKARTA PUSAT",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PRIMAYA PGI CIKINI (DH. RS PGI CIKINI),
2689,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,ACEH,KOTA LHOKSEUMAWE,(0645)653165,"JL PLAJU KOMPLEK PERUMAHAN, PT ARUN NGL BATUPHAT, LHOKSEUMAWE
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PT ARUN NGL,
2690,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA BATU,(0341)513100,"JL KENANGA 300 BULUKERTO, BATU
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PUNTEN,
2691,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TIMUR,KOTA SAMARINDA,(0541)739772,"JL RAMANIA NO 3, SAMARINDA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PUPUK KALTIM SIAGA RAMANIA,
2692,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN PURWOREJO,(027)4321998,"JL GAJAH MADA KM 4, CANDISARI, BANYUURIP, PURWOREJO
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PURWA HUSADA,
2693,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN TULUNGAGUNG,(0355)335550,"JL JAYENG KUSUMO RT 002 RW 006, KEL NGUJANG KEDUWUNGSU, TULUNGAGUNG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS PUTRA WASPADA TULUNGAGUNG,
2694,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KOTA KEDIRI,(0354)779500,"JL PENANGGUNGAN NO 32, KEDIRI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS RATIH,
2695,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA TIMUR,(021)4893531,"JL BALAIPUSTAKA RAYA NO 29-31, RAWAMANGUN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS RAWAMANGUN,
2696,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN SUBANG,(002)604643244,"JALAN SADANG-SUBANG KM.17, DS WANTILAN, KEC.CIPEUNDEUY, SUBANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS RAYHAN,
2697,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,NUSA TENGGARA BARAT,KOTA MATARAM,(0370)625560,"JL PEJANGGIK NO 115, CAKRANEGARA, MATARAM
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS RISA SENTRA MEDIKA MATARAM,
2698,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAMBI,KOTA JAMBI,(074)141010,"JL RADEN WIJAYA RT 35, KEL THEHOK KEC JAMBI, JAMBI SELATAN",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS ROYAL PRIMA JAMBI,
2699,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,PAPUA,KOTA JAYAPURA,(0967)522958,"JL AMPHIBI NO 1, JAYAPURA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS RUMKITAL DR SOEDIBJO SARDADI,
2700,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI UTARA,KOTA BITUNG,(0438)21264,"JL YOS SUDARSO NO 26, BITUNG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS RUMKITAL DR WAHYU SLAMET,
2701,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,PAPUA SELATAN,KABUPATEN MERAUKE,(0971)321512,"JL TRIKORA NO 07, MERAUKE
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS RUMKITAL MERAUKE,
2702,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI SELATAN,KOTA MAKASSAR,(0411)333289,"JL SATANDO 27, MAKASSAR
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS RUMKIT JALA AMMARI,
2703,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SULAWESI UTARA,KOTA MANADO,(4138)53035,"JL. 14 FEBRUARI TELING, MANADO, SULAWESI UTARA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS R. W. MONGISIDI,
2704,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DI YOGYAKARTA,KOTA YOGYAKARTA,(0274)582039,"JL NYI TJONDROLUKITO NO 69, YOGYAKARTA",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SAKINA IDAMAN,
2705,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KALIMANTAN TIMUR,KABUPATEN KUTAI TIMUR,(0549)23417,"JL YOS SUDARSO IV NO 01, SANGATTA, SANGATTA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SANGATTA OCCUPATIONAL HC,
2706,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,RIAU,KOTA PEKANBARU,(0761)564666,"JL SOEKARNO HATTA, PEKANBARU
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SANSANI,
2707,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KEPULAUAN RIAU,KOTA BATAM,(0778)3850268,"KAV.SUNGAI LEKOP KEC.SAGULUNG, BATAM
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SANTA ELISABETH SEI LEKOP,
2708,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN CILACAP,(028)2534859,"JL JEND ACHMAD YANI NO 38, CILACAP SELATAN, CILACAP
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SANTA MARIA CILACAP,
2709,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,NUSA TENGGARA TIMUR,KABUPATEN ENDE,(008)1319656784,"JALAN WOLOWARU-NGGELA, DESA JOPU, ENDE
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SANTO ANTONIUS JOPU,
2710,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TENGAH,KABUPATEN SRAGEN,(0271)891194,"JL VETERAN NO 41-43, SRAGEN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SARILA HUSADA,
2711,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN KUNINGAN,(0232)873206,"JL RAYA CIGUGUR LING WAGE NO28, KUNINGAN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SEKAR KAMULYAN,
2712,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA BARAT,KOTA PADANG,(0751)33010,"JL. JEND A YANI NO. 26, PADANG",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SELAGURI,
2713,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KOTA TANGERANG,(021)75791849,"JL RAYA LAPAN RUMPIN SURADITA, CISAUK, TANGERANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SELARAS CISAUK,
2714,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAMBI,KABUPATEN BUNGO,(747-)22207,"JL. RANGKAYO HITAM, CADIKAMUARA, BUNGO, JAMBI    , MUARA BUNGO
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SENTRAL MEDIKA MUARA BUNGO,
2715,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN INDRAMAYU,(0234)5745492,"JL RAYA LANGUT NO 100, DESA LANGUT KEC LOHBENER, INDRAMAYU",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SENTRA MEDIKA LANGUT,
2716,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,SUMATERA UTARA,KOTA MEDAN,(0618)220995,"JL MESJID NO 3 TANJUNG REJO, MEDAN
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SETIABUDI,
2717,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KOTA BEKASI,(21-8)89 58674-5,"JL. RAYA SEROJA NO.19BEKASI,      , BEKASI
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SETO HASBADI,
2718,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BANTEN,KABUPATEN PANDEGLANG,(0253)206994,"JL. AMD LINTAS TIMUR NO.17,, KEDU HEJO, PANDEGLANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SHL,
2719,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA BARAT,KABUPATEN BOGOR,(0281)6580400,"JL LET SUDANI NO 40, KARANGSENTUL PADAMARA, PURBALINGGA
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SIAGA MEDIKA PURBALINGGA,
2720,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,DKI JAKARTA,KOTA JAKARTA SELATAN,(021)7972750,"JL. SIAGA RAYA KAV 4-8, PEJATEN BARAT, PASAR MINGGU, JAKARTA SELATAN",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SIAGA RAYA,
2721,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,BALI,KABUPATEN BADUNG,(036)19348888,"JL RAYA CANGGU NO 168, TIBUBENENG, BADUNG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS  SILOAM MEDIKA CANGGU,
2722,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,JAWA TIMUR,KABUPATEN MALANG,(0341)426057,"JL DR WAHIDIN NO 101, LAWANG
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SITI MIRIAM,
2723,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,NUSA TENGGARA TIMUR,KABUPATEN BELU,(0389)21068,"JL KH DEWANTARA NO 15, ATAMBUA, NUSA TENGGARA TIMUR
",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SITO HUSADA,
2724,,Allianz,Individu,Reimbursement,Dalam Negeri,INDONESIA,KEPULAUAN RIAU,KOTA BATAM,(0778)711960,"JL HANG KESTURI KM 4,5, KABIL, BATAM",YA,YA,YA,YA,Rumah Sakit,,daftar_Allianz Flexi Medical_10-08-2025 (1).xlsx,RS SOEDARSONO DARMOSOEWITO,
